Sample (Time) - CH1	Volts - CH1	Volts - CH2	Volts - CH3	Volts - CH4	Volts - CH5	Volts - CH6	Volts - CH7	Volts - CH8
749	0.000331116	0.000305128	0.000879097	-6.61E-05	0.000341272	0.000443316	0.000101519	0.000106525
750	0.000349665	0.000317001	0.000890875	-4.00E-05	0.0003757	0.000474501	0.000126028	0.000121975
751	0.000347519	0.000318909	0.000896454	-3.88E-05	0.000391006	0.000485134	0.000129175	0.00012002
752	0.000339556	0.000319433	0.00089674	-4.68E-05	0.000399113	0.000486374	0.000125837	0.000114536
753	0.00034008	0.0003304	0.000912619	-4.36E-05	0.000414419	0.000497532	0.000127506	0.000112867
754	0.000377178	0.000354242	0.000938034	1.34E-06	0.000461197	0.000544357	0.000167513	0.000139856
755	0.000393963	0.000356722	0.000940943	1.78E-05	0.000482273	0.000564289	0.000184011	0.000150156
756	0.000383329	0.000350285	0.000937653	6.10E-06	0.000478649	0.000558376	0.000172758	0.000139856
757	0.000367641	0.00034337	0.000928831	-1.19E-05	0.000465202	0.000543261	0.000157309	0.000128889
758	0.000357103	0.000346804	0.000932837	-2.13E-05	0.000457001	0.000534201	0.000149012	0.000120211
759	0.00038743	0.000358152	0.000947428	1.09E-05	0.000484705	0.000563097	0.000177193	0.000141287
760	0.000394201	0.000356722	0.000941944	1.67E-05	0.000481415	0.000563383	0.000182056	0.000150728
761	0.000373983	0.000346708	0.000927496	-4.86E-06	0.000453663	0.000539732	0.000161743	0.000137949
762	0.000352001	0.000327301	0.000908089	-3.25E-05	0.000422239	0.000507307	0.000136089	0.000121498
763	0.000329828	0.000322342	0.000901175	-5.43E-05	0.000391483	0.000477791	0.000116491	0.000105858
764	0.000349426	0.000327063	0.000906324	-3.48E-05	0.000396681	0.000490046	0.000131273	0.000121975
765	0.000348616	0.000315857	0.000891495	-4.12E-05	0.000375128	0.000475121	0.000126028	0.000123167
766	0.000323486	0.000295162	0.000867128	-7.45E-05	0.000331211	0.000435352	9.74E-05	0.000103426
767	0.000293541	0.000271702	0.00083952	-0.000111055	0.000281143	0.000391006	6.28E-05	8.33E-05
768	0.000270128	0.000260448	0.000827026	-0.000139284	0.000236654	0.000351906	3.47E-05	6.67E-05
769	0.000285816	0.000260639	0.000823784	-0.000126505	0.000230122	0.000350618	4.52E-05	7.91E-05
770	0.000280428	0.000245476	0.00080266	-0.000138617	0.000200462	0.000328255	3.29E-05	7.71E-05
771	0.000252533	0.000222683	0.00077467	-0.000175667	0.000146818	0.000280428	-1.43E-07	5.67E-05
772	0.000220871	0.00019989	0.000747585	-0.000216198	9.26E-05	0.000232363	-3.63E-05	3.49E-05
773	0.00019393	0.00018487	0.000730085	-0.000249147	4.36E-05	0.000189686	-6.66E-05	1.49E-05
774	0.000207996	0.000184774	0.000727463	-0.00023675	3.52E-05	0.000187397	-5.76E-05	2.81E-05
775	0.000202799	0.000170898	0.000708103	-0.000248241	6.15E-06	0.000165987	-6.69E-05	2.37E-05
776	0.000177574	0.000149679	0.000680637	-0.000281906	-4.32E-05	0.000123358	-9.98E-05	5.77E-06
777	0.000149918	0.000125551	0.000656319	-0.00031724	-9.26E-05	8.00E-05	-0.000132275	-1.30E-05
778	0.000131941	0.000120783	0.000654411	-0.000337124	-0.000118113	5.45E-05	-0.00015111	-2.57E-05
779	0.000160408	0.000133896	0.00066905	-0.00030427	-8.96E-05	8.45E-05	-0.000121975	-3.29E-06
780	0.000171137	0.000134659	0.00066843	-0.000293827	-7.98E-05	9.41E-05	-0.000112152	5.67E-06
781	0.000158453	0.000128317	0.000658703	-0.000308466	-9.42E-05	8.08E-05	-0.000124073	-5.05E-06
782	0.000142813	0.000118923	0.000648308	-0.000325966	-0.000109482	6.48E-05	-0.000140619	-1.63E-05
783	0.000130796	0.000120354	0.000652981	-0.000337934	-0.000119591	5.44E-05	-0.000152397	-2.66E-05
784	0.000160265	0.000134659	0.000669193	-0.000304413	-8.95E-05	8.48E-05	-0.000123215	-3.05E-06
785	0.000171661	0.000136089	0.000667715	-0.000292158	-8.10E-05	9.34E-05	-0.000112963	5.39E-06
786	0.000158739	0.000128698	0.00065999	-0.000308657	-9.35E-05	7.98E-05	-0.000124979	-4.72E-06
787	0.000143003	0.00011816	0.000650644	-0.000326109	-0.000109053	6.48E-05	-0.000140285	-1.47E-05
788	0.000129509	0.000119734	0.00065341	-0.000337601	-0.000119019	5.44E-05	-0.000151825	-2.63E-05
789	0.000160027	0.000135183	0.000668955	-0.000304747	-9.00E-05	8.41E-05	-0.000123119	-4.86E-06
790	0.000172234	0.000135183	0.000668383	-0.000293207	-8.07E-05	9.46E-05	-0.000112104	4.91E-06
791	0.000159454	0.000127506	0.000660133	-0.000307894	-9.40E-05	8.12E-05	-0.000124502	-5.10E-06
792	0.000144529	0.000118399	0.000649881	-0.00032692	-0.000108576	6.59E-05	-0.00013938	-1.58E-05
793	0.000131464	0.000120258	0.000652552	-0.00033946	-0.0001194	5.45E-05	-0.000151443	-2.63E-05
794	0.000160885	0.000134659	0.000669289	-0.00030551	-8.99E-05	8.44E-05	-0.000123453	-5.63E-06
795	0.000171566	0.000135326	0.000668192	-0.000293446	-8.05E-05	9.61E-05	-0.000111818	5.63E-06
796	0.000158787	0.000128651	0.00066123	-0.000308561	-9.36E-05	8.14E-05	-0.000125027	-5.05E-06
797	0.000144529	0.000119305	0.000651026	-0.000326586	-0.000108528	6.53E-05	-0.000139713	-1.54E-05
798	0.000130367	0.000120592	0.000654459	-0.000339174	-0.000120354	5.34E-05	-0.000150871	-2.63E-05
799	0.000159883	0.000134611	0.000669289	-0.000305223	-9.13E-05	8.46E-05	-0.000122166	-4.63E-06
800	0.000172186	0.000134134	0.000668526	-0.000292778	-8.05E-05	9.54E-05	-0.000111008	6.77E-06
801	0.000160503	0.000127077	0.000661039	-0.000307608	-9.39E-05	8.10E-05	-0.000123835	-4.10E-06
802	0.00014472	0.00011816	0.000649929	-0.000325966	-0.000108671	6.55E-05	-0.000140667	-1.48E-05
803	0.000131035	0.000119877	0.000652456	-0.000338984	-0.000119495	5.33E-05	-0.000153542	-2.66E-05
804	0.000160074	0.000135136	0.000669527	-0.000305891	-9.02E-05	8.41E-05	-0.000123453	-4.10E-06
805	0.000172377	0.000135469	0.000668907	-0.000293446	-7.94E-05	9.50E-05	-0.0001122	5.15E-06
806	0.000160456	0.00012846	0.000661039	-0.000308037	-9.34E-05	8.05E-05	-0.000124979	-3.81E-06
807	0.000145531	0.000119114	0.000650597	-0.000325823	-0.000108004	6.50E-05	-0.000140619	-1.48E-05
808	0.000130415	0.000119543	0.000652218	-0.000338936	-0.000118876	5.26E-05	-0.000152969	-2.70E-05
809	0.000159454	0.000134897	0.000669479	-0.000306654	-8.96E-05	8.29E-05	-0.000124598	-5.29E-06
810	0.000173378	0.000134945	0.000669622	-0.000293207	-7.95E-05	9.47E-05	-0.000112295	5.20E-06
811	0.000160599	0.000126696	0.0006598	-0.000308466	-9.25E-05	8.24E-05	-0.00012331	-4.96E-06
812	0.000145483	0.000119114	0.000650597	-0.000325489	-0.000107622	6.61E-05	-0.000139189	-1.53E-05
813	0.000130224	0.00012002	0.000652552	-0.00033865	-0.000119066	5.21E-05	-0.000152683	-2.69E-05
814	0.00015955	0.000134182	0.000667763	-0.000305986	-9.07E-05	8.23E-05	-0.000123358	-5.34E-06
815	0.000172806	0.000134993	0.000668573	-0.000293541	-8.04E-05	9.45E-05	-0.000109911	7.58E-06
816	0.000160265	0.000129032	0.000660658	-0.000308561	-9.37E-05	8.04E-05	-0.000123692	-3.53E-06
817	0.000145435	0.000119638	0.000650787	-0.000324583	-0.000107384	6.63E-05	-0.00013957	-1.47E-05
818	0.000130367	0.000119829	0.000653172	-0.000338888	-0.0001194	5.26E-05	-0.000153399	-2.64E-05
819	0.000158691	0.000134039	0.000668812	-0.000306797	-9.03E-05	8.29E-05	-0.00012517	-5.58E-06
820	0.000172567	0.000135088	0.000668764	-0.000292969	-7.93E-05	9.56E-05	-0.000112629	5.77E-06
821	0.000159788	0.000128126	0.000660467	-0.000307369	-9.26E-05	8.15E-05	-0.000124073	-4.01E-06
822	0.000145912	0.000119591	0.000650692	-0.000324297	-0.000105953	6.62E-05	-0.000139046	-1.43E-05
823	0.000130844	0.000119686	0.000653648	-0.000338888	-0.000119257	5.27E-05	-0.000152683	-2.69E-05
824	0.00016036	0.000134468	0.000670147	-0.00030632	-9.12E-05	8.23E-05	-0.000124168	-4.77E-06
825	0.000174141	0.000136089	0.000669622	-0.00029211	-7.96E-05	9.47E-05	-0.000111055	5.20E-06
826	0.000160742	0.000129128	0.00066061	-0.000307894	-9.28E-05	8.07E-05	-0.000123358	-2.91E-06
827	0.000146484	0.000119495	0.000650692	-0.000325155	-0.000107718	6.69E-05	-0.00013833	-1.34E-05
828	0.000131178	0.000119686	0.000653028	-0.000339794	-0.000120926	5.26E-05	-0.000153542	-2.69E-05
829	0.000159836	0.000134897	0.000668526	-0.000307512	-9.24E-05	8.17E-05	-0.000124502	-6.01E-06
830	0.000174093	0.000136232	0.000669336	-0.000292492	-7.95E-05	9.53E-05	-0.000111294	6.77E-06
831	0.000160694	0.000128078	0.000661516	-0.000306129	-9.23E-05	8.22E-05	-0.000124598	-3.67E-06
832	0.000147486	0.000120497	0.000651741	-0.000323153	-0.000105906	6.74E-05	-0.000138617	-1.24E-05
833	0.000130415	0.00012002	0.000653315	-0.000339937	-0.00012064	5.27E-05	-0.000154257	-2.60E-05
834	0.00015893	0.000133657	0.000669336	-0.000309181	-9.26E-05	8.27E-05	-0.000125265	-5.05E-06
835	0.000173855	0.000135422	0.000669432	-0.00029273	-7.95E-05	9.66E-05	-0.000111723	6.68E-06
836	0.000161362	0.000128174	0.000661707	-0.000307083	-9.30E-05	8.21E-05	-0.000124645	-3.81E-06
837	0.000152969	0.000126505	0.000657988	-0.00031786	-9.86E-05	7.40E-05	-0.000131226	-8.73E-06
838	0.000150394	0.000141764	0.000678444	-0.000319338	-9.47E-05	7.62E-05	-0.000128508	-1.23E-05
839	0.000194311	0.000168037	0.000714397	-0.000270653	-5.02E-05	0.000123978	-8.24E-05	1.89E-05
840	0.000223541	0.000182533	0.000734615	-0.000239229	-1.81E-05	0.00015707	-4.89E-05	4.31E-05
841	0.000226593	0.000189304	0.000745964	-0.000237846	-9.87E-06	0.00016489	-4.02E-05	4.43E-05
842	0.000226164	0.000193787	0.00075593	-0.000239229	-7.49E-06	0.000167656	-3.80E-05	4.53E-05
843	0.000220871	0.000202656	0.000772524	-0.000240469	-5.53E-06	0.000166988	-3.87E-05	4.12E-05
844	0.000258303	0.00022645	0.000801945	-0.000198889	3.43E-05	0.000208044	1.72E-06	6.88E-05
845	0.00028224	0.000238419	0.000813293	-0.000175667	5.62E-05	0.000230932	2.47E-05	8.76E-05
846	0.00027523	0.000232029	0.000807619	-0.000184059	4.85E-05	0.000222921	1.83E-05	8.09E-05
847	0.00026083	0.000223112	0.000798655	-0.000200558	3.52E-05	0.000208473	4.48E-06	7.16E-05
848	0.000237942	0.000221586	0.000795221	-0.000224209	1.41E-05	0.000187063	-1.92E-05	5.39E-05
849	0.000258398	0.000226212	0.000800323	-0.000200939	3.45E-05	0.000207138	6.68E-07	6.87E-05
850	0.000263453	0.000218058	0.000788975	-0.000193739	3.57E-05	0.000209475	3.58E-06	7.35E-05
851	0.000240421	0.000202131	0.000765181	-0.000222826	8.96E-06	0.000182247	-2.39E-05	5.55E-05
852	0.000213957	0.00018115	0.000737238	-0.000254107	-2.14E-05	0.000151253	-5.41E-05	3.51E-05
853	0.00018158	0.000166655	0.00071702	-0.000287151	-5.82E-05	0.000113535	-9.06E-05	1.12E-05
854	0.000193834	0.00016861	0.000713015	-0.000270653	-4.99E-05	0.000123453	-8.20E-05	1.94E-05
855	0.000193357	0.00015769	0.000695086	-0.000271654	-5.41E-05	0.000120544	-8.55E-05	2.00E-05
856	0.00016613	0.000136614	0.000668669	-0.000301075	-8.42E-05	9.05E-05	-0.000115061	9.54E-07
857	0.00014801	0.000120163	0.000651789	-0.000323009	-0.000104761	6.90E-05	-0.000135946	-1.14E-05
858	0.000130892	0.00011878	0.000652742	-0.000341225	-0.000120115	5.14E-05	-0.000152969	-2.64E-05
859	0.000156927	0.00013299	0.000669718	-0.000310993	-9.28E-05	7.94E-05	-0.000125933	-6.82E-06
860	0.000172997	0.000135851	0.000670767	-0.000293684	-7.93E-05	9.46E-05	-0.000110531	6.39E-06
861	0.000161123	0.00012784	0.000661325	-0.00030756	-9.16E-05	8.19E-05	-0.000122929	-3.62E-06
862	0.000148821	0.000118637	0.000652218	-0.000323963	-0.000105572	6.71E-05	-0.000136948	-1.24E-05
863	0.000131512	0.000117493	0.000652313	-0.000341034	-0.000120878	5.20E-05	-0.000153112	-2.67E-05
864	0.00015707	0.000133085	0.000668335	-0.000309992	-9.37E-05	8.00E-05	-0.000127172	-7.82E-06
865	0.000172663	0.000135231	0.000669765	-0.000292015	-7.90E-05	9.51E-05	-0.000110579	6.72E-06
866	0.000160027	0.000128603	0.000661278	-0.000307369	-9.27E-05	8.21E-05	-0.000123072	-4.63E-06
867	0.000148153	0.000121403	0.000652027	-0.000323391	-0.000105095	6.80E-05	-0.00013628	-1.18E-05
868	0.000130701	0.000119925	0.000651264	-0.000340509	-0.000121069	5.10E-05	-0.00015254	-2.61E-05
869	0.000158119	0.000133371	0.000668335	-0.000309896	-9.35E-05	7.98E-05	-0.000126076	-5.44E-06
870	0.000174665	0.000135136	0.000669289	-0.000292921	-7.92E-05	9.55E-05	-0.000109959	6.20E-06
871	0.000161028	0.000127697	0.000661182	-0.000307608	-9.25E-05	8.19E-05	-0.00012331	-1.96E-06
872	0.000148106	0.000120211	0.000652122	-0.000323105	-0.000105	6.75E-05	-0.000136328	-1.15E-05
873	0.000131464	0.000118399	0.000651264	-0.000340176	-0.00012064	5.12E-05	-0.000153637	-2.62E-05
874	0.000156784	0.000132942	0.000667477	-0.000310946	-9.43E-05	7.92E-05	-0.000125933	-6.53E-06
875	0.000170612	0.00013361	0.000665617	-0.000293589	-8.19E-05	9.42E-05	-0.000112247	6.82E-06
876	0.000138092	0.000113487	0.000638866	-0.000316095	-0.000114393	7.05E-05	-0.000147057	-5.53E-06
877	7.82E-05	5.69E-05	0.00058403	-0.000365591	-0.000170279	8.63E-06	-0.000205135	-2.78E-05
878	1.03E-05	-1.76E-06	0.00053196	-0.000408936	-0.000215578	-5.93E-05	-0.000268888	-4.34E-05
879	1.78E-05	-4.10E-06	0.000529432	-0.000341034	-0.000120401	-8.39E-06	-0.000258541	1.78E-05
880	0.000107241	6.40E-05	0.000602388	-0.000204992	0.00010004	0.000158739	-0.000160313	0.000105858
881	0.000251913	0.000183296	0.000750113	-7.32E-05	0.000382614	0.000430298	2.57E-05	0.000166988
882	0.000461292	0.000354528	0.000963688	5.87E-05	0.000651121	0.000742388	0.000289583	0.000213385
883	0.00069418	0.000539207	0.00121679	0.000153923	0.000910187	0.00108042	0.000580215	0.000236034
884	0.000970268	0.000739336	0.00148253	0.00019989	0.00109901	0.00139079	0.000914669	0.000239611
885	0.00114598	0.000858212	0.00164042	4.33E-05	0.000977373	0.00142703	0.0010767	0.00012331
886	0.00110312	0.000827694	0.00160074	-0.000308847	0.000536394	0.00116773	0.000963116	-0.000112486
887	0.000921202	0.000691414	0.00142069	-0.000762796	-2.43E-06	0.000796175	0.000713825	-0.000377893
888	0.000673866	0.000519466	0.00119023	-0.00122099	-0.000539351	0.000387096	0.000397635	-0.000622845
889	0.000449419	0.000352526	0.000960016	-0.00142674	-0.000836468	7.30E-05	0.000107813	-0.000727606
890	0.000255489	0.000202465	0.000751543	-0.0013443	-0.000818586	-0.000138617	-8.69E-05	-0.000643635
891	0.000136757	0.00011425	0.000636196	-0.00110464	-0.000649071	-0.000201178	-0.000200415	-0.000472689
892	7.57E-05	5.96E-05	0.000579071	-0.000836945	-0.000444031	-0.000165415	-0.000241756	-0.000301313
893	5.04E-05	4.26E-05	0.000571299	-0.000622797	-0.000300169	-9.37E-05	-0.000250769	-0.000174809
894	0.000100088	8.66E-05	0.000613213	-0.000440931	-0.000178766	6.25E-06	-0.000192595	-7.48E-05
895	0.000154209	0.000126791	0.000650692	-0.000333738	-0.000108099	6.98E-05	-0.00013752	-1.17E-05
896	0.000157833	0.000129652	0.000657511	-0.000313139	-9.79E-05	7.82E-05	-0.000128078	-4.58E-06
897	0.000148678	0.000121164	0.000652504	-0.000323248	-0.000105429	6.92E-05	-0.000134754	-1.24E-05
898	0.000129271	0.000118732	0.000651264	-0.000341797	-0.000122023	5.12E-05	-0.000153351	-2.79E-05
899	0.000153971	0.000132942	0.000667572	-0.000311518	-9.56E-05	7.74E-05	-0.000128889	-8.54E-06
900	0.000173521	0.00013752	0.000670147	-0.000291204	-7.84E-05	9.61E-05	-0.00011096	7.72E-06
901	0.000162506	0.000130606	0.000662804	-0.000304747	-8.95E-05	8.33E-05	-0.000122547	-2.72E-06
902	0.000149441	0.000123024	0.000653076	-0.000320053	-0.000102091	7.01E-05	-0.000135279	-1.28E-05
903	0.000129747	0.000119543	0.000650597	-0.00034008	-0.000120163	5.11E-05	-0.000152874	-2.80E-05
904	0.000154972	0.000132751	0.000667524	-0.000311184	-9.51E-05	7.71E-05	-0.000127172	-8.15E-06
905	0.000174665	0.000136805	0.000670719	-0.000291777	-7.95E-05	9.57E-05	-0.000109768	5.05E-06
906	0.000161791	0.000130033	0.000662613	-0.000306368	-9.32E-05	8.28E-05	-0.00012269	-2.81E-06
907	0.000151157	0.000122213	0.000652456	-0.000320625	-0.00010438	7.02E-05	-0.000134277	-1.09E-05
908	0.000130939	0.000119209	0.000651169	-0.000341082	-0.000122023	5.20E-05	-0.000153303	-2.82E-05
909	0.000153732	0.000132608	0.000667	-0.000312519	-9.71E-05	7.70E-05	-0.000129223	-9.58E-06
910	0.000173903	0.000137472	0.000670624	-0.000292397	-8.00E-05	9.53E-05	-0.00011034	5.87E-06
911	0.000160789	0.000129652	0.000662041	-0.000306559	-9.27E-05	8.25E-05	-0.000123501	-3.19E-06
912	0.000149965	0.000122023	0.000651979	-0.000321198	-0.000103331	7.11E-05	-0.000135279	-9.97E-06
913	0.00013032	0.000119734	0.000650597	-0.000341988	-0.000122023	5.14E-05	-0.000154543	-2.68E-05
914	0.000154161	0.000133324	0.00066781	-0.000313377	-9.66E-05	7.70E-05	-0.000130463	-9.35E-06
915	0.000173664	0.0001369	0.000671339	-0.000292778	-7.94E-05	9.62E-05	-0.000110912	6.68E-06
916	0.0001616	0.000129032	0.000661278	-0.00030694	-9.25E-05	8.30E-05	-0.00012331	-2.43E-06
917	0.000150061	0.000122118	0.000651741	-0.000320148	-0.000103331	7.08E-05	-0.000133801	-1.01E-05
918	0.000129986	0.000119257	0.000650597	-0.000339842	-0.000121021	5.13E-05	-0.000152874	-2.63E-05
919	0.000153685	0.000132895	0.000667524	-0.000312471	-9.61E-05	7.68E-05	-0.000129128	-8.20E-06
920	0.000174332	0.000137281	0.000671196	-0.000291586	-7.91E-05	9.63E-05	-0.000110197	7.10E-06
921	0.000161934	0.000130033	0.000662136	-0.000306034	-9.16E-05	8.34E-05	-0.000121641	-2.48E-06
922	0.000150156	0.000122023	0.000652599	-0.000320244	-0.000103092	7.00E-05	-0.000133467	-1.03E-05
923	0.000129843	0.000118446	0.00065155	-0.000341129	-0.000121927	5.05E-05	-0.000153494	-2.70E-05
924	0.000153399	0.000133038	0.000667143	-0.000312901	-9.72E-05	7.59E-05	-0.00012989	-1.00E-05
925	0.000176287	0.000138903	0.000673294	-0.00028758	-7.32E-05	0.000100851	-0.000108385	6.87E-06
926	0.000174093	0.000142908	0.000675917	-0.000286436	-5.88E-05	0.000111055	-0.000107241	4.01E-06
927	0.00017662	0.000150347	0.000682545	-0.00028162	-3.36E-05	0.000128317	-9.90E-05	7.44E-06
928	0.000170565	0.000162506	0.000700474	-0.000284052	-1.73E-05	0.000139141	-9.92E-05	-9.54E-08
929	0.000208282	0.000188971	0.000733328	-0.000235748	4.64E-05	0.000194263	-5.48E-05	2.64E-05
930	0.000244427	0.000211525	0.00075841	-0.000190592	0.000103617	0.000248051	-1.49E-05	5.19E-05
931	0.000249672	0.000218105	0.000768757	-0.000182962	0.000130701	0.000267696	-7.06E-06	5.43E-05
932	0.00025444	0.000223684	0.000778294	-0.00017581	0.000159454	0.000288248	1.67E-06	5.76E-05
933	0.000247431	0.000237417	0.000797081	-0.000174761	0.000179958	0.000301075	2.81E-06	5.15E-05
934	0.000284624	0.000264978	0.000831127	-0.000125027	0.000240517	0.000356865	4.69E-05	7.73E-05
935	0.000320673	0.000283194	0.000852489	-8.23E-05	0.000297403	0.000409126	8.67E-05	0.000103045
936	0.000322247	0.000290775	0.000860643	-7.94E-05	0.00031848	0.000425386	9.23E-05	0.000102329
937	0.000323677	0.000297117	0.000867796	-7.68E-05	0.000339794	0.000438499	9.72E-05	0.000103474
938	0.000314522	0.000304508	0.000880098	-8.09E-05	0.000348949	0.000443649	9.15E-05	9.42E-05
939	0.000345993	0.000328016	0.000908422	-3.82E-05	0.00039916	0.000490093	0.000130272	0.000118065
940	0.000377703	0.000340652	0.000922966	-3.67E-06	0.000443029	0.000529099	0.00016346	0.000140238
941	0.000374508	0.000344515	0.00092721	-7.01E-06	0.00044961	0.000534821	0.00016017	0.000136518
942	0.000370216	0.000343943	0.000924253	-1.10E-05	0.000453615	0.000536251	0.000158024	0.000134516
943	0.000353956	0.000341129	0.000924969	-2.74E-05	0.000446367	0.000525665	0.000143671	0.000118637
944	0.000378656	0.000356197	0.000944185	1.91E-06	0.000476503	0.00055604	0.000170279	0.00013485
945	0.000401068	0.000361109	0.000949574	2.62E-05	0.000496817	0.000576496	0.000190973	0.000152302
946	0.000389767	0.000354481	0.000940847	1.14E-05	0.000482941	0.000561762	0.000177288	0.000143385
947	0.000376272	0.000344706	0.00092783	-5.44E-06	0.000464439	0.000544977	0.00016284	0.00013485
948	0.00034914	0.000339508	0.000921392	-3.33E-05	0.000434303	0.000515652	0.00013876	0.000116444
949	0.0003654	0.000346565	0.000929785	-1.54E-05	0.000443554	0.000527191	0.000152397	0.00012908
950	0.00037818	0.000343037	0.000923777	-3.67E-06	0.000442553	0.000530148	0.000163221	0.000139761
951	0.00035634	0.000328159	0.000905418	-2.88E-05	0.000406933	0.000498056	0.00013876	0.000123644
952	0.000335169	0.000309038	0.000881958	-5.81E-05	0.000369835	0.000463438	0.000112486	0.000111246
953	0.000301504	0.000293207	0.000864744	-9.95E-05	0.000320244	0.000417852	7.56E-05	8.58E-05
954	0.000312281	0.000292683	0.000863743	-9.08E-05	0.00031085	0.000416565	8.15E-05	9.35E-05
955	0.000320959	0.000285387	0.000852299	-8.30E-05	0.000297165	0.000408649	8.55E-05	0.000102425
956	0.000294733	0.000263596	0.000826311	-0.000116444	0.000247908	0.000364447	5.55E-05	8.43E-05
957	0.000268698	0.000240707	0.000797796	-0.00015316	0.000199938	0.000320816	2.26E-05	6.81E-05
958	0.000231314	0.00022049	0.00077424	-0.000197315	0.000141048	0.00026865	-1.74E-05	4.11E-05
959	0.000237226	0.000220203	0.000772667	-0.000192451	0.000124788	0.000260019	-1.56E-05	4.55E-05
960	0.000243807	0.000211096	0.000759363	-0.000189638	0.000104618	0.000250292	-1.46E-05	5.35E-05
961	0.000217104	0.000187206	0.000729942	-0.000226164	5.23E-05	0.000202608	-4.68E-05	3.51E-05
962	0.000190926	0.000165892	0.000703382	-0.000262022	2.53E-06	0.000159311	-7.79E-05	1.73E-05
963	0.000155115	0.00014658	0.00068121	-0.000303984	-5.21E-05	0.000108624	-0.000119066	-9.68E-06
964	0.000163937	0.000145817	0.000680161	-0.000297165	-6.59E-05	0.000103283	-0.000116777	-3.77E-06
965	0.000175476	0.000138569	0.00067296	-0.000288296	-7.26E-05	0.00010128	-0.000108767	8.06E-06
966	0.000162649	0.000129223	0.000662899	-0.0003057	-9.03E-05	8.37E-05	-0.000122595	-8.11E-07
967	0.000152445	0.000121641	0.000653219	-0.000318623	-9.99E-05	7.22E-05	-0.000133038	-9.35E-06
968	0.000129461	0.000118446	0.000649166	-0.00034194	-0.000121164	5.03E-05	-0.000155067	-2.71E-05
969	0.000152922	0.000131512	0.000665522	-0.000315094	-9.79E-05	7.37E-05	-0.000131655	-1.18E-05
970	0.000174952	0.000137281	0.000670862	-0.000291491	-7.78E-05	9.54E-05	-0.00011034	7.20E-06
971	0.000163126	0.000131178	0.000663567	-0.000304604	-9.05E-05	8.34E-05	-0.00012188	-1.38E-06
972	0.000152302	0.00012269	0.000653648	-0.000317764	-0.000101137	7.10E-05	-0.000132036	-8.06E-06
973	0.000130701	0.000117826	0.000649738	-0.000341511	-0.000120687	4.94E-05	-0.000154305	-2.70E-05
974	0.000152063	0.000131512	0.000666285	-0.000317764	-9.97E-05	7.31E-05	-0.00013299	-1.07E-05
975	0.00017519	0.000137615	0.000671911	-0.000292969	-7.82E-05	9.59E-05	-0.000111008	5.67E-06
976	0.000163031	0.000130367	0.000662613	-0.000305128	-9.08E-05	8.35E-05	-0.000122166	-3.39E-06
977	0.000152302	0.000122929	0.000653219	-0.000318718	-0.000102234	7.22E-05	-0.000133419	-8.06E-06
978	0.000130177	0.000119162	0.000651121	-0.000342178	-0.000120974	5.06E-05	-0.000154972	-2.62E-05
979	0.000150824	0.000131321	0.000667238	-0.000317526	-9.96E-05	7.30E-05	-0.000132751	-1.20E-05
980	0.000174713	0.000136995	0.000671768	-0.000292492	-7.75E-05	9.58E-05	-0.000109959	7.34E-06
981	0.000163317	0.000129795	0.000662947	-0.000305319	-9.08E-05	8.41E-05	-0.00012145	-1.43E-06
982	0.000153208	0.000121593	0.000652981	-0.000317955	-0.000101137	7.36E-05	-0.000130844	-8.87E-06
983	0.000131035	0.000118923	0.000649357	-0.000342226	-0.000121307	5.11E-05	-0.000153923	-2.72E-05
984	0.000151348	0.000131369	0.000665569	-0.000316906	-9.93E-05	7.41E-05	-0.000132942	-1.24E-05
985	0.00017395	0.000137472	0.000671101	-0.000292635	-7.82E-05	9.65E-05	-0.000110292	6.15E-06
986	0.000163221	0.000130606	0.000662518	-0.000304699	-8.98E-05	8.48E-05	-0.00012126	-1.76E-06
987	0.000153303	0.000122452	0.000653315	-0.000317335	-0.000101185	7.33E-05	-0.000132036	-8.30E-06
988	0.000130844	0.000118399	0.000648165	-0.000341702	-0.00012207	5.16E-05	-0.000153589	-2.60E-05
989	0.000151348	0.000131369	0.000664377	-0.000317907	-0.000100327	7.35E-05	-0.000133181	-1.12E-05
990	0.000174427	0.000137901	0.000671577	-0.000291634	-7.89E-05	9.57E-05	-0.000110435	6.34E-06
991	0.000163412	0.000130796	0.000662613	-0.000304747	-9.18E-05	8.34E-05	-0.000121641	-1.53E-06
992	0.000152731	0.000123119	0.000653267	-0.000318003	-0.000100946	7.27E-05	-0.000132227	-8.54E-06
993	0.000129604	0.00011797	0.000649405	-0.000341272	-0.000121927	5.03E-05	-0.000153732	-2.68E-05
994	0.000150728	0.000130081	0.000664854	-0.000317526	-9.99E-05	7.20E-05	-0.000133181	-1.32E-05
995	0.000173378	0.0001369	0.000670767	-0.00029211	-8.00E-05	9.45E-05	-0.000111198	5.05E-06
996	0.000163698	0.00013032	0.000662947	-0.000303936	-9.12E-05	8.39E-05	-0.000120687	-2.72E-06
997	0.00015316	0.000122833	0.000653362	-0.00031724	-0.000100803	7.28E-05	-0.000131416	-9.25E-06
998	0.000131321	0.000118065	0.000649738	-0.000341654	-0.000121403	5.00E-05	-0.000153637	-2.69E-05
999	0.000151205	0.000129414	0.0006639	-0.000316954	-0.000100327	7.24E-05	-0.000133848	-1.13E-05
